"id","start_date","lat","lon","l1","l2","rooms","surface_total","surface_covered","price","currency","property_type","operation_type","fondo"
"p/No55E59lzEB98lYJ4tsQ==",2019-06-15,-34.5925835,-58.409799,"Argentina","Capital Federal",3,84,75,24900,"ARS","Departamento","Alquiler",9
"ntCXYkqooX8Rl70ptVmCYg==",2019-06-15,-34.5805034,-58.4826851,"Argentina","Capital Federal",3,100,50,28000,"ARS","Departamento","Alquiler",50
"/C7cUaVevbiUY4zZX/P09w==",2019-04-24,-34.596176,-58.404671,"Argentina","Capital Federal",1,26,26,8500,"ARS","Departamento","Alquiler",0
"xgOgzoFrcA39zPPoYiuxmQ==",2019-04-24,-34.5743168,-58.484669,"Argentina","Capital Federal",1,34,31,11000,"ARS","Departamento","Alquiler",3
"+ntFG5skjkiCuaytN+7/kw==",2019-04-24,-34.57872391,-58.49843216,"Argentina","Capital Federal",3,70,70,25000,"ARS","Casa","Alquiler",0
"txiEwPjlMYYpU9ga9O7gRw==",2019-04-24,-34.62925339,-58.46890259,"Argentina","Capital Federal",NA,45,34,9000,"ARS","Departamento","Alquiler",11
"/SACBUtVGNL+SyJHsTDXmA==",2019-04-24,-34.57872391,-58.49843216,"Argentina","Capital Federal",3,70,70,25000,"ARS","Departamento","Alquiler",0
"V7D3BLytoT+S5zjnaklKzQ==",2019-04-24,-34.5825042,-58.4085485,"Argentina","Capital Federal",NA,80,80,24000,"ARS","Departamento","Alquiler",0
"vC2irt2JsETV+u5zchblVw==",2019-04-24,-34.581372,-58.408388,"Argentina","Capital Federal",1,35,35,17000,"ARS","Departamento","Alquiler",0
"g95UrjIdVmrMGNRR8Je/Tw==",2019-04-24,-34.629008,-58.4584082,"Argentina","Capital Federal",2,43,39,9000,"ARS","Departamento","Alquiler",4
"Ac/cQlrnJsJNs1H9MIG3hA==",2019-04-24,-34.6293676,-58.4540521,"Argentina","Capital Federal",2,36,30,12000,"ARS","PH","Alquiler",6
"eM0nfhw89xmHUcUH7DDvaA==",2019-04-24,-34.5875185,-58.3954286,"Argentina","Capital Federal",2,40,40,14000,"ARS","Departamento","Alquiler",0
"t05Nqg1y0WwNxAaAyRRH6Q==",2019-04-24,-34.5666559,-58.4874833,"Argentina","Capital Federal",3,100,55,22000,"ARS","Departamento","Alquiler",45
"oQeizso0BiVT+agwqemm8g==",2019-04-24,-34.5855416,-58.3974332,"Argentina","Capital Federal",3,116,104,29500,"ARS","Departamento","Alquiler",12
"IOmAqVykK4yZzmGvi6SN4w==",2019-01-18,-34.6242873,-58.4547895,"Argentina","Capital Federal",3,125,75,18000,"ARS","PH","Alquiler",50
"yyVzZrTA2Zlg5Eg34jhrNw==",2019-01-18,-34.6308287,-58.4714959,"Argentina","Capital Federal",1,28,28,8300,"ARS","Departamento","Alquiler",0
"kqTHYtOd6NaCbtdrucDUrA==",2019-01-18,-34.59639,-58.408379,"Argentina","Capital Federal",1,29,29,10000,"ARS","Departamento","Alquiler",0
"Phf2NNsBq7fI+j06+8s2Vw==",2019-01-18,-34.6030332,-58.3953523,"Argentina","Capital Federal",2,30,30,13500,"ARS","Departamento","Alquiler",0
"EKhwJQVf12kXHYNfAQu7gw==",2019-01-18,-34.5978211,-58.3945684,"Argentina","Capital Federal",1,31,28,9500,"ARS","Departamento","Alquiler",3
"vLLOmQHPPYSJAgmZxwAk6w==",2019-01-18,-34.59639,-58.408379,"Argentina","Capital Federal",1,29,29,10000,"ARS","Departamento","Alquiler",0
"coyFS2euKBGT+zg3DdKdeQ==",2019-01-18,-34.59639,-58.408379,"Argentina","Capital Federal",1,29,29,10000,"ARS","Departamento","Alquiler",0
"7xDhwHCDNaugR1epoJEAVA==",2019-01-18,-34.5762335,-58.4649353,"Argentina","Capital Federal",4,98,89,21000,"ARS","Departamento","Alquiler",9
"4s63/eWleKGLG8Kcc06x2A==",2019-01-18,-34.6319548,-58.470926,"Argentina","Capital Federal",2,35,35,8500,"ARS","Departamento","Alquiler",0
"wDg40D6KlSIMiJOY14rxow==",2019-01-18,-34.5895459,-58.3973636,"Argentina","Capital Federal",2,40,35,14500,"ARS","Departamento","Alquiler",5
"+22n4eTAF4TgIIyP2ULsGg==",2019-01-18,-34.5690959,-58.4861116,"Argentina","Capital Federal",2,46,43,13000,"ARS","Departamento","Alquiler",3
"0U0cZ9ApVPuYoVTUW6aLTQ==",2019-01-18,-34.630035,-58.465206,"Argentina","Capital Federal",3,50,50,16000,"ARS","Departamento","Alquiler",0
"vrXYUn57L+M7AHvojEERqw==",2019-01-18,-34.5895459,-58.3973636,"Argentina","Capital Federal",3,80,80,30000,"ARS","Departamento","Alquiler",0
"JSzGBd+1dky4MxlptVMWzA==",2019-01-18,-34.5929021467,-58.3852614729,"Argentina","Capital Federal",3,88,84,23000,"ARS","Departamento","Alquiler",4
"O8tYNLHCc4wSV5YNULT1eQ==",2019-01-18,-34.573946,-58.473735,"Argentina","Capital Federal",3,68,68,30000,"ARS","Departamento","Alquiler",0
"QmXZg66YJyQWFBLQkAt0AQ==",2019-05-22,-34.6164726,-58.4751991,"Argentina","Capital Federal",1,35,35,12500,"ARS","Departamento","Alquiler",0
"a13avsla97Ah4tnFYHDFBw==",2019-05-22,-34.6325258,-58.4614009,"Argentina","Capital Federal",2,44,40,13500,"ARS","Departamento","Alquiler",4
"d0R6WB4U6LZIu5XbgIYy+g==",2019-05-22,-34.5924019,-58.4012937,"Argentina","Capital Federal",5,188,188,28000,"ARS","Departamento","Alquiler",0
"zbMoyiwZoGrf6x4CCA9WZg==",2019-05-22,-34.5907565031,-58.4019774122,"Argentina","Capital Federal",1,31,31,13000,"ARS","Departamento","Alquiler",0
"9M5bLhaeO16WLExqNGqMuQ==",2019-05-22,-34.5924019,-58.4012937,"Argentina","Capital Federal",5,188,188,28000,"ARS","Departamento","Alquiler",0
"DoRWGPU6SGgP6Pd6b2QihA==",2019-05-22,-34.57529068,-58.48140717,"Argentina","Capital Federal",1,50,46,16000,"ARS","Departamento","Alquiler",4
"ICkIQQtzeCoIuyC0D0zQIw==",2019-05-22,-34.6191902,-58.4621194,"Argentina","Capital Federal",2,50,42,13000,"ARS","Departamento","Alquiler",8
"eVeFvhiTYgRIPjv7BY9evA==",2019-05-22,-34.5930689,-58.4046869,"Argentina","Capital Federal",2,123,86,46000,"ARS","Departamento","Alquiler",37
"+6x0OTgxBNkYieajbEZZZw==",2019-05-22,-34.592472,-58.404388,"Argentina","Capital Federal",2,45,40,17000,"ARS","Departamento","Alquiler",5
"oV1GyslcVK3vFNPKI657RQ==",2019-05-22,-34.5876407,-58.4111915,"Argentina","Capital Federal",2,35,35,12000,"ARS","Departamento","Alquiler",0
"/Ga3pt7S2TEGAtLCmXX1MA==",2019-05-22,-34.6308617,-58.4947964,"Argentina","Capital Federal",NA,100,90,25000,"ARS","Casa","Alquiler",10
"e9jHdp/JalXzJtZQSCwL2g==",2019-05-22,-34.583412,-58.4025219,"Argentina","Capital Federal",3,73,65,23000,"ARS","Departamento","Alquiler",8
"UvdGfYOTOPEcE5inrvKYIA==",2019-05-22,-34.5871885,-58.4055637,"Argentina","Capital Federal",3,46,46,18000,"ARS","Departamento","Alquiler",0
"2TjA5zWNwfh9cvwGLw+g7Q==",2019-05-22,-34.5981793,-58.4070895,"Argentina","Capital Federal",4,130,120,40000,"ARS","Departamento","Alquiler",10
"54NI2zZKextKSJthlO87qQ==",2019-01-26,-34.6314621,-58.4818559,"Argentina","Capital Federal",3,105,70,28000,"ARS","Departamento","Alquiler",35
"hAf5ACHwOQJuMbKZDW8Y7g==",2019-01-26,-34.5874651,-58.4048929,"Argentina","Capital Federal",3,57,50,18000,"ARS","Departamento","Alquiler",7
"osZKHVEs9fw/oyN/I+ePGg==",2019-01-26,-34.62981,-58.455582,"Argentina","Capital Federal",2,35,35,12000,"ARS","Departamento","Alquiler",0
"2EQYjjz1Ka06T2BZEDNXjA==",2019-01-26,-34.617104,-58.464372,"Argentina","Capital Federal",3,65,65,15000,"ARS","PH","Alquiler",0
"OiTIBpo0EckGm5JuVkd+Ig==",2019-01-26,-34.5849915,-58.4042428,"Argentina","Capital Federal",3,60,56,18000,"ARS","Departamento","Alquiler",4
"2YSu99haILyil4NBI5YKwg==",2019-04-03,-34.5713678121,-58.4794661577,"Argentina","Capital Federal",5,170,110,37000,"ARS","PH","Alquiler",60
"rAMrq7yAp+M4892jDCQ/Rg==",2019-04-03,-34.5930564,-58.4160862,"Argentina","Capital Federal",2,42,40,15500,"ARS","Departamento","Alquiler",2
"wqa2gnyITWjto04EaX5eOA==",2019-04-03,-34.5974285,-58.384277,"Argentina","Capital Federal",3,83,77,20000,"ARS","Departamento","Alquiler",6
"NUC+z1DavuqsTXaAu+JbRA==",2019-04-03,-34.5794968,-58.4888497,"Argentina","Capital Federal",2,50,50,13500,"ARS","Departamento","Alquiler",0
"zkHUdsjt2HlpofG8Dd+Mpw==",2019-04-03,-34.5985323877,-58.4119440882,"Argentina","Capital Federal",2,45,42,17000,"ARS","Departamento","Alquiler",3
"RQTRG4l4JEtSLeU6qfSs2Q==",2019-04-03,-34.5985323877,-58.4119440882,"Argentina","Capital Federal",2,45,42,17000,"ARS","Departamento","Alquiler",3
"usTFhVjIATqEV2aUsCeB4g==",2019-04-03,-34.5985323877,-58.4119440882,"Argentina","Capital Federal",2,45,42,17000,"ARS","Departamento","Alquiler",3
"vaaBV08MCPEVGfhz00YpFg==",2019-04-03,-34.5985323877,-58.4119440882,"Argentina","Capital Federal",2,45,42,17000,"ARS","Departamento","Alquiler",3
"bvcvP9rj+15s8PrzJJAY7g==",2019-04-03,-34.5719557,-58.4901224,"Argentina","Capital Federal",3,100,70,22000,"ARS","PH","Alquiler",30
"JcOduTSOHCreWK/SrNXlvQ==",2019-01-10,-34.6268549407,-58.4550811894,"Argentina","Capital Federal",2,43,38,12000,"ARS","Departamento","Alquiler",5
"emat7oRFsUydRP9KL2CoqQ==",2019-01-10,-34.6351211,-58.4513154,"Argentina","Capital Federal",1,31,31,9500,"ARS","Departamento","Alquiler",0
"JP7imMohIwhj6GwE9BxuDg==",2019-01-10,-34.6401124,-58.4430728,"Argentina","Capital Federal",1,40,40,12000,"ARS","Departamento","Alquiler",0
"qEZOuO1nGyFnpQQfcol6gA==",2019-01-10,-34.56322098,-58.49254608,"Argentina","Capital Federal",1,55,50,16500,"ARS","Departamento","Alquiler",5
"TMHzxTA1EFc/RnaJjsHrpQ==",2019-01-10,-34.570507,-58.489795,"Argentina","Capital Federal",1,35,33,11000,"ARS","Departamento","Alquiler",2
"+gRKJnIfCBZIsHjjv0tNjg==",2019-01-10,-34.5731348,-58.4798384,"Argentina","Capital Federal",1,43,40,12500,"ARS","Departamento","Alquiler",3
"K0eMli42ycJRZsc0XOZQ6g==",2019-01-10,-34.6229564401,-58.4669333534,"Argentina","Capital Federal",2,33,33,12000,"ARS","PH","Alquiler",0
"l5yD/4YpdPwe7vBGg3qrnQ==",2019-01-10,-34.6438249955,-58.4661190164,"Argentina","Capital Federal",2,45,40,10000,"ARS","PH","Alquiler",5
"+MB9s2U2Lq712XK1VadWVQ==",2019-01-10,-34.5878597,-58.4064108,"Argentina","Capital Federal",2,37,35,12000,"ARS","Departamento","Alquiler",2
"p8J0FBJqXnlf0MSnMPZrMg==",2019-01-10,-34.5927255055,-58.3983291952,"Argentina","Capital Federal",3,90,90,50000,"ARS","Departamento","Alquiler",0
"z26Eu/hl8w5eL2rqRIOMzA==",2019-01-10,-34.5985323877,-58.4119440882,"Argentina","Capital Federal",2,45,42,15500,"ARS","Departamento","Alquiler",3
"lm53/MJQtDqY6pdiJUVc7w==",2019-01-10,-34.5871135,-58.4059004,"Argentina","Capital Federal",1,25,25,9000,"ARS","Departamento","Alquiler",0
"aapv+iXB6xkwV8Ssqy9jOg==",2019-01-10,-34.5985323877,-58.4119440882,"Argentina","Capital Federal",2,45,42,15500,"ARS","Departamento","Alquiler",3
"TzNHohk3+vDH1N5MAcduqw==",2019-01-10,-34.58712,-58.40071,"Argentina","Capital Federal",2,30,30,8500,"ARS","Departamento","Alquiler",0
"QhMgub0KAIY+vg/x9SsLlw==",2019-01-10,-34.5985323877,-58.4119440882,"Argentina","Capital Federal",2,45,42,15500,"ARS","Departamento","Alquiler",3
"nVjWZN4z9svmm1zvVwU16g==",2019-01-10,-34.579434,-58.484589,"Argentina","Capital Federal",2,45,41,13500,"ARS","Departamento","Alquiler",4
"pVNDNXkq6LyYvtxY8zThhw==",2019-01-10,-34.563292,-58.485358,"Argentina","Capital Federal",1,46,42,13500,"ARS","Departamento","Alquiler",4
"9Mz16FZ039uYodapllwOXw==",2019-01-10,-34.572143137,-58.4908384,"Argentina","Capital Federal",2,40,37,11000,"ARS","Departamento","Alquiler",3
"XLN1QSw8SrW5IDHgaQ5TrQ==",2019-01-10,-34.5800209,-58.4902551,"Argentina","Capital Federal",2,47,44,13500,"ARS","Departamento","Alquiler",3
"kMs6FoBTyI/1Cr6MOTQEmA==",2019-01-10,-34.570884,-58.4886936,"Argentina","Capital Federal",3,90,90,18500,"ARS","PH","Alquiler",0
"YSa5HLzL6NUXGrK0IaQ47A==",2019-01-10,-34.6325223,-58.4611041,"Argentina","Capital Federal",3,50,50,15000,"ARS","Departamento","Alquiler",0
"Awawd9P2vEFl8J8hfKbv5g==",2019-01-10,-34.631789,-58.4710065,"Argentina","Capital Federal",3,55,55,14000,"ARS","Departamento","Alquiler",0
"sm4dXosGIlV2X/jpOgKoSw==",2019-01-10,-34.5745209,-58.488911,"Argentina","Capital Federal",3,55,55,14000,"ARS","Departamento","Alquiler",0
"KhXaltNf79D3oFxerI300g==",2019-01-10,-34.5742334,-58.4901581,"Argentina","Capital Federal",3,75,75,16500,"ARS","Departamento","Alquiler",0
"66HiZEBB7stBXcvlhyW1yg==",2019-01-10,-34.57242,-58.474223,"Argentina","Capital Federal",3,113,102,40000,"ARS","Departamento","Alquiler",11
"AXwSoSdcvtCxbLFyfkcKMg==",2019-01-10,-34.63229,-58.464844,"Argentina","Capital Federal",4,75,75,21500,"ARS","Departamento","Alquiler",0
"Z4+fPL9+Rd0AfuzJM5gRNA==",2019-01-10,-34.59817,-58.40962,"Argentina","Capital Federal",5,91,85,19000,"ARS","Departamento","Alquiler",6
"wfXDTDExsoG+kvMQARnGlg==",2019-02-12,-34.5684609,-58.4860687,"Argentina","Capital Federal",5,101,72,28000,"ARS","PH","Alquiler",29
"vcHKXjnkEUEPi8ws1mnuew==",2019-02-12,-34.6006666,-58.3930798,"Argentina","Capital Federal",1,37,33,16500,"ARS","Departamento","Alquiler",4
"MoILhQK/kANTqs2bF1qFnQ==",2019-02-12,-34.5947955,-58.3938272,"Argentina","Capital Federal",2,43,43,11000,"ARS","Departamento","Alquiler",0
"Xf4RLR+CQhHnA/JMEePaeQ==",2019-02-12,-34.5947955,-58.3938272,"Argentina","Capital Federal",2,43,43,11000,"ARS","Departamento","Alquiler",0
"VK++roRbIeerYBEIephGTA==",2019-02-12,-34.597531711,-58.3855421333,"Argentina","Capital Federal",2,52,49,12000,"ARS","Departamento","Alquiler",3
"JD6mm3WFLv6/EJbb9BC6TQ==",2019-02-12,-34.5863987448,-58.4107124806,"Argentina","Capital Federal",1,25,25,9800,"ARS","Departamento","Alquiler",0
"bhmmB2v9N/91yGzHV8Ishw==",2019-02-12,-34.5868451,-58.4005442,"Argentina","Capital Federal",NA,48,48,15000,"ARS","Departamento","Alquiler",0
"TyV5BvnSG0b/0z+x2urd6Q==",2019-02-12,-34.58824158,-58.48386002,"Argentina","Capital Federal",NA,32,29,11000,"ARS","Departamento","Alquiler",3
"TYwSFYATnXS8DwqmiuriGg==",2019-02-12,-34.5801552,-58.4842204,"Argentina","Capital Federal",1,41,38,15000,"ARS","Departamento","Alquiler",3
"2dP1MLJz88QwTr/QSFqF5Q==",2019-02-12,-34.57452011,-58.48891068,"Argentina","Capital Federal",2,50,50,14000,"ARS","Departamento","Alquiler",0
"oU+QIN2Q4XqfRStw6Wh7bg==",2019-02-12,-34.5775888,-58.4979491,"Argentina","Capital Federal",2,44,44,9000,"ARS","Departamento","Alquiler",0
"5efQmhJ5hJfxuhrWFNUOxw==",2019-02-12,-34.5824031,-58.4788282,"Argentina","Capital Federal",2,50,40,14900,"ARS","Departamento","Alquiler",10
"yCsj2v9E8DKAm6UVkXy6Cw==",2019-06-13,-34.5889838649,-58.4116454852,"Argentina","Capital Federal",1,30,30,12000,"ARS","Departamento","Alquiler",0
"jLgjUFpVkflm+pns0c9VaA==",2019-06-13,-34.5904192,-58.4032414,"Argentina","Capital Federal",1,38,38,14000,"ARS","Departamento","Alquiler",0
"CbD/p+DFm/TRHNAkIqlEFA==",2019-06-13,-34.6285558527,-58.4577807772,"Argentina","Capital Federal",2,50,47,17000,"ARS","Departamento","Alquiler",3
"1ZIEp7dKj8oKToxWO5R7/Q==",2019-06-13,-34.5873825,-58.3972762,"Argentina","Capital Federal",2,43,40,17000,"ARS","Departamento","Alquiler",3
"5wbPmDo09o6Vi5IDlfXV5g==",2019-06-13,-34.62178,-58.4756444,"Argentina","Capital Federal",4,96,96,23000,"ARS","Departamento","Alquiler",0
"EG7vsER2dHsEQAlU5gd/ig==",2019-06-13,-34.5850368,-58.4068203,"Argentina","Capital Federal",2,42,40,15000,"ARS","Departamento","Alquiler",2
"IUoMgAZfOOLKsJuENy8/Lw==",2019-06-13,-34.5700325,-58.4863691,"Argentina","Capital Federal",2,42,40,16000,"ARS","Departamento","Alquiler",2
"R5zNE8VB7+m0YshjmDPWRw==",2019-06-13,-34.577212561,-58.4740510408,"Argentina","Capital Federal",2,61,48,19000,"ARS","Departamento","Alquiler",13
"2Eah065vcbCXiGuuZt7j9A==",2019-06-13,-34.5877441362,-58.4090377859,"Argentina","Capital Federal",3,67,56,26000,"ARS","Departamento","Alquiler",11
"sNbV/SC5Mr1WY6JfIO7Myg==",2019-06-13,-34.5970401,-58.3858293,"Argentina","Capital Federal",4,130,115,30000,"ARS","Departamento","Alquiler",15
"kls5doOVlSoVagIY4fnqOQ==",2019-06-13,-34.5970401,-58.3858293,"Argentina","Capital Federal",4,130,115,30000,"ARS","Departamento","Alquiler",15
"Q4esvtFegjJYlCkfoZ76Rg==",2019-02-03,-34.570583,-58.4896263,"Argentina","Capital Federal",NA,35,30,11000,"ARS","Departamento","Alquiler",5
"qcxbfCgAaMTmE0C04gxPgQ==",2019-02-03,-34.597948,-58.405519,"Argentina","Capital Federal",1,25,25,9000,"ARS","Departamento","Alquiler",0
"hLHYcV7m1M3ZS9pbOfBWRw==",2019-02-03,-34.6289158,-58.4554805,"Argentina","Capital Federal",2,38,38,11000,"ARS","Departamento","Alquiler",0
"P22shCHRS1Vdc2iT70HMQA==",2019-02-03,-34.584061,-58.473482,"Argentina","Capital Federal",2,49,40,15500,"ARS","Departamento","Alquiler",9
"2DkSGf5/MwL1U5IaDCXNAw==",2019-02-03,-34.568361,-58.487796,"Argentina","Capital Federal",2,42,42,12000,"ARS","Departamento","Alquiler",0
"haYXkFeLm4j7SywUyfWxZg==",2019-02-03,-34.635313,-58.475467,"Argentina","Capital Federal",3,43,43,11000,"ARS","Departamento","Alquiler",0
"oW9YW+JRFIqzDiJe4shkCw==",2019-02-03,-34.579818,-58.491392,"Argentina","Capital Federal",6,170,170,25000,"ARS","PH","Alquiler",0
"wY74Mw3FKsUhh5sgTUqKSg==",2019-04-04,-34.5895462,-58.39736176,"Argentina","Capital Federal",NA,25,25,10500,"ARS","Departamento","Alquiler",0
"xeATmRU+r7sS65P8c9QE8g==",2019-04-04,-34.6327151,-58.4588523,"Argentina","Capital Federal",1,29,29,9000,"ARS","Departamento","Alquiler",0
"aIBJU6B+60LxkQbZ35HdEw==",2019-04-04,-34.59881,-58.3957363,"Argentina","Capital Federal",1,203,98,40000,"ARS","Departamento","Alquiler",105
"Oeo/Xp/GAog+du2drwL/cw==",2019-04-04,-34.5752905,-58.4814086,"Argentina","Capital Federal",1,36,30,15000,"ARS","Departamento","Alquiler",6
"JVqnqsk5s5ClbGzfdMikMA==",2019-04-04,-34.5809819999,-58.4906119999,"Argentina","Capital Federal",1,37,37,19000,"ARS","Departamento","Alquiler",0
"77uQYYMsEbrCFBD4Whx6MA==",2019-04-04,-34.5724824,-58.4817592,"Argentina","Capital Federal",1,40,36,13500,"ARS","Departamento","Alquiler",4
"s1c3Dgso3LpV98itKVyZaQ==",2019-04-04,-34.6266197,-58.4592698,"Argentina","Capital Federal",2,50,45,16000,"ARS","Departamento","Alquiler",5
"JR0Rkek9EQavLzI9UpX9Zg==",2019-04-04,-34.5930964,-58.4057953,"Argentina","Capital Federal",2,35,35,13000,"ARS","Departamento","Alquiler",0
"uZpvHa6OKdg5vlygySxXog==",2019-04-04,-34.5870872,-58.4034104,"Argentina","Capital Federal",2,43,40,13000,"ARS","Departamento","Alquiler",3
"wQZrNCfPR0zVeSZJNH/rpw==",2019-04-04,-34.5971187524,-58.4058257455,"Argentina","Capital Federal",2,40,40,12000,"ARS","Departamento","Alquiler",0
"I4pmC+9udBQ+najvgYY+Og==",2019-04-04,-34.5843115,-58.405573,"Argentina","Capital Federal",2,38,38,12500,"ARS","Departamento","Alquiler",0
"+7jT3tYDVflHbba72IooFQ==",2019-04-04,-34.5941767,-58.4218279,"Argentina","Capital Federal",2,45,40,20000,"ARS","Departamento","Alquiler",5
"PVRcj83oADWuxEM71b+ldg==",2019-04-04,-34.584148,-58.480064,"Argentina","Capital Federal",2,50,45,18000,"ARS","Departamento","Alquiler",5
"zXPT44J83tzXuvcTfOhRew==",2019-04-04,-34.5712162811,-58.4846481153,"Argentina","Capital Federal",2,47,41,16000,"ARS","Departamento","Alquiler",6
"/wM5On6JluAawta/7jQgzQ==",2019-04-04,-34.6341722,-58.4602993,"Argentina","Capital Federal",3,64,55,21000,"ARS","Departamento","Alquiler",9
"TrI3hzvWi8r2sBfT4e7kuA==",2019-04-04,-34.5927663,-58.4148821,"Argentina","Capital Federal",3,84,70,25000,"ARS","Departamento","Alquiler",14
"tK4nX4fjfAdFN64KdYgKvA==",2019-04-04,-34.576765,-58.4975942,"Argentina","Capital Federal",3,70,63,20500,"ARS","Departamento","Alquiler",7
"8uHZA4tRjAnAv3Zx9P41jg==",2019-04-04,-34.5855643,-58.4073803,"Argentina","Capital Federal",4,126,126,50000,"ARS","Departamento","Alquiler",0
"pwO92xNKupRA2VueSlF4xQ==",2019-04-04,-34.6283392,-58.4538443,"Argentina","Capital Federal",5,135,110,22000,"ARS","Departamento","Alquiler",25
"Bg+JlW2k1dgwDnVOh46SgQ==",2019-04-26,-34.596567,-58.4006609,"Argentina","Capital Federal",NA,36,36,11000,"ARS","Departamento","Alquiler",0
"euQMrMR/vtnbCrQu9bPdoA==",2019-04-26,-34.6325223,-58.4611041,"Argentina","Capital Federal",1,44,35,9900,"ARS","Departamento","Alquiler",9
"86JE9QL4Y7uWgKYymCGx4w==",2019-04-26,-34.6387031,-58.4735389,"Argentina","Capital Federal",1,25,23,9500,"ARS","Departamento","Alquiler",2
"omwIShXd0yfqJtoTEaCMEA==",2019-04-26,-34.5952517,-58.3922239,"Argentina","Capital Federal",1,24,24,12000,"ARS","Departamento","Alquiler",0
"wL97RCBuemjYYcCOwXdn5g==",2019-04-26,-34.597121,-58.408245,"Argentina","Capital Federal",1,46,42,16900,"ARS","Departamento","Alquiler",4
"/EhmxE0UvlME4AUnFCetVQ==",2019-04-26,-34.5731348,-58.4798384,"Argentina","Capital Federal",1,43,40,13500,"ARS","Departamento","Alquiler",3
"C0Pc+2by+AwA9tpR/O+NUA==",2019-04-26,-34.5947671,-58.4135935,"Argentina","Capital Federal",2,44,41,15000,"ARS","Departamento","Alquiler",3
"DyfwDHRDyh4HYnIRkBRjGg==",2019-04-26,-34.599767,-58.4061678,"Argentina","Capital Federal",2,50,40,12000,"ARS","Departamento","Alquiler",10
"RGGVic1Um8qicQkcK5S/Tg==",2019-04-26,-34.570884,-58.4886936,"Argentina","Capital Federal",2,56,53,17000,"ARS","Departamento","Alquiler",3
"Q3k4S1klMFoA3tZg7sRESQ==",2019-04-26,-34.575317,-58.4835815,"Argentina","Capital Federal",2,44,40,14500,"ARS","Departamento","Alquiler",4
"PQInbSR89WZGcwRKbQ3VpA==",2019-04-26,-34.6341722,-58.4602993,"Argentina","Capital Federal",3,64,55,25000,"ARS","Departamento","Alquiler",9
"4DzCIwBZFbosssUST4Meqw==",2019-04-26,-34.62932,-58.4580431,"Argentina","Capital Federal",3,73,69,28000,"ARS","Departamento","Alquiler",4
"fhbEppuzclRGHoBxSkeTHw==",2019-04-26,-34.6146122,-58.4607947,"Argentina","Capital Federal",3,56,51,13000,"ARS","Departamento","Alquiler",5
"mWvzzqdGW8hkFaZrCd9O5Q==",2019-01-08,-34.5967996,-58.4111755,"Argentina","Capital Federal",NA,40,40,10000,"ARS","Departamento","Alquiler",0
"Tln+DUkMzI20TuCheQ5FJg==",2019-01-08,-34.57114792,-58.42329788,"Argentina","Capital Federal",1,40,40,8500,"ARS","Departamento","Alquiler",0
"I7p1x9B/B2spnKuS5cxzNQ==",2019-01-08,-34.63495636,-58.46924591,"Argentina","Capital Federal",1,53,50,9500,"ARS","Departamento","Alquiler",3
"/VvFvGMbR9tNq7FDzgzmkQ==",2019-01-08,-34.5656928,-58.4765517,"Argentina","Capital Federal",2,61,59,14500,"ARS","Departamento","Alquiler",2
"uwJTVjBzw8DElI3nIxuMwg==",2019-01-08,-34.5726736,-58.4862723,"Argentina","Capital Federal",2,52,49,15000,"ARS","Departamento","Alquiler",3
"Oj3YLXpw7KAmEUIwtwB9RQ==",2019-01-08,-34.6324448,-58.486109,"Argentina","Capital Federal",3,64,60,13500,"ARS","Departamento","Alquiler",4
"3app5DbRtBFhYk8f14wrTg==",2019-01-08,-34.5945352,-58.4055227,"Argentina","Capital Federal",3,45,45,16000,"ARS","Departamento","Alquiler",0
"wvOWH1IkCp8jE/1lFfUMuQ==",2019-01-08,-34.5872214,-58.40687,"Argentina","Capital Federal",4,85,81,19000,"ARS","Departamento","Alquiler",4
"vfp4WQiwCBAwmPFD3DntcQ==",2019-06-14,-34.6190315,-58.4376124,"Argentina","Capital Federal",1,33,33,10000,"ARS","Departamento","Alquiler",0
"M8txo5aQ85lEXdTHTAE8Dg==",2019-06-14,-34.5943229,-58.3832814,"Argentina","Capital Federal",1,24,24,10000,"ARS","Departamento","Alquiler",0
"5gXEsPVhcmv4FtgGi/BXkg==",2019-06-14,-34.5830822,-58.4911139,"Argentina","Capital Federal",2,30,30,14000,"ARS","Departamento","Alquiler",0
"Cdw8jW77nO+iodCgKwzhxQ==",2019-06-14,-34.5811569,-58.4873002,"Argentina","Capital Federal",5,180,180,45000,"ARS","Casa","Alquiler",0
"szlnVXMGvtkajE4Wzac+Pg==",2019-02-18,-34.57105255,-58.48828888,"Argentina","Capital Federal",NA,33,32,10000,"ARS","Departamento","Alquiler",1
"gJYCLEnh/lslnmXEIHy1vQ==",2019-02-18,-34.632717,-58.468723,"Argentina","Capital Federal",2,73,43,18500,"ARS","Departamento","Alquiler",30
"Ug73XTDD7RmFIgqt6gX3BA==",2019-02-18,-34.55606842,-58.45870972,"Argentina","Capital Federal",2,57,57,16000,"ARS","Departamento","Alquiler",0
"G7D+zYpw5xA+O8O26u3gGA==",2019-02-18,-34.5892424,-58.4071044,"Argentina","Capital Federal",2,92,60,35000,"ARS","Departamento","Alquiler",32
"L8+LVMWDF+oEpWlHa9q09w==",2019-02-18,-34.5690959,-58.4861116,"Argentina","Capital Federal",2,46,43,13000,"ARS","Departamento","Alquiler",3
"fPrlHn1EucPmspTA2jny2g==",2019-02-18,-34.58722305,-58.4068718,"Argentina","Capital Federal",3,78,65,19000,"ARS","Departamento","Alquiler",13
